docid,predicted_class
fuxozggi,other
dxratuv,department
junlpo,student
fhszf,other
wuuif,student
dcidctu,faculty
bdwiu,other
nefxpthf,student
ryvuha,faculty
xbczrmz,other
vplyymbb,other
cketrvj,other
lxqvv,student
ywpbst,other
gfpmjx,faculty
jlkbszx,department
kqghrpia,other
aigkvvw,student
smkcife,faculty
ixfhz,other
wbqkmk,faculty
umqzp,faculty
tbugr,student
aimch,student
sorah,project
umhdmc,staff
pfhqfrd,course
ezpaic,other
iwwwqw,faculty
zupzrry,other
